"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"TUR2104","30-January-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Adana","Seyhan","","Seyhan",36.987,35.306,"Human Rights Foundation of Turkey","Other","On January 30, two children were shot and injured as police forces opened fire during a protest in central Seyhan district of Adana (Barbaros neighborhood). On February 4, one of the children died in the hospital.",1
"TUR2106","31-January-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Istanbul","Sultangazi","","Sultangazi",41.106,28.869,"Human Rights Foundation of Turkey","Other","On January 31, in Gazi neighborhood of Sultangazi/Istanbul, police forces intervened a protest and reportedly shot a protester in the leg.",0
"TUR2169","09-February-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Diyarbakir","Yenisehir","","Diyarbakir",37.914,40.217,"Bianet","National","On February 9, police forces intervened in a march organized in central Diyarbakir by residents of Baglar and Yenisehir districts, against the military operations in Cizre. One child was shot to death during this intervention.",1
"TUR2178","10-February-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Diyarbakir","Yenisehir","","Diyarbakir",37.914,40.217,"Human Rights Foundation of Turkey","Other","On February 10, a group of people gathered in Baglar neighborhood of Diyarbakir to protest against the military operations. Police forces reportedly opened fire on protesters, killing one and injuring two.",1
"TUR2179","10-February-2016",2016,"Protests","Excessive force against protesters","Military Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Hakkari","Yuksekova","","Yuksekova",37.574,44.287,"ROJ News","Subnational","Turkish forces reportedly started military operations on February 10 in central Esentepe, Esenyurt ve Gungor neighborhoods of Yuksekova/Hakkari. Civilians protested against the military forces and one civilian was reported to have been killed.",1
"TUR2394","06-March-2016",2016,"Protests","Excessive force against protesters","Police Forces of Turkey (2002-2016)","","Protesters (Turkey)","","Middle East","Turkey","Adana","Seyhan","","Adana",37.002,35.329,"Human Rights Foundation of Turkey","Other","On March 6, two people were shot by the police forces intervening in the protests taking place in Adana city, against curfews in the southeastern Turkey.",0
"TUR3219","29-May-2016",2016,"Protests","Excessive force against protesters","Military Forces of Turkey (2002-2016)","","Protesters (Turkey)","Kurdish Ethnic Group (Turkey)","Middle East","Turkey","Sirnak","Uludere","","Uludere",37.441,42.852,"Bianet","National","Protests erupted in Roboski on the 29th May after the military fired on civilians coming from Iraq. One person killed and five injured.",0
"TUR3523","12-July-2016",2016,"Protests","Excessive force against protesters","Protesters (Turkey)","","Private Security Forces (Turkey)","CHP: Republican Peoples Party","Middle East","Turkey","Istanbul","Besiktas","","Besiktas",41.045,29.01,"Beyaz Gazete","National","People in Besiktas, Istanbul staged a protest on July 12 against the CHP for surrounding the Ihlamur Park with iron barriers. The bodyguards of the CHP politician Murat Hazinedar beat up the civilians, although no major injuries reported.",0
"TUR531","01-May-2017",2017,"Protests","Excessive force against protesters","Protesters (Turkey)","","Police Forces of Turkey (2016-)","","Middle East","Turkey","Istanbul","Sisli","","Sisli",41.06,28.987,"AFP","International","Police tried to stop protesters who wanted to walk to Taksim square for May Day celebrations in Gayrettepe-Sisli district of Istanbul. One person was killed by an armoured riot control truck and 207 were detained.",1
"TUR1627","01-May-2018",2018,"Protests","Excessive force against protesters","Police Forces of Turkey (2016-)","","Protesters (Turkey)","Labour Group (Turkey)","Middle East","Turkey","Ankara","Cankaya","","Kizilay",39.921,32.851,"Human Rights Foundation of Turkey","Other","On May 1, a group of former public servants who were dismissed from duties with recent legislative decrees gathered in Kizilay area of Ankara to protest. Police forces intervened and detained three protesters. One of the protesters were reportedly beaten up by the police, and was hospitalized.",0
"TUR6743","10-October-2018",2018,"Protests","Excessive force against protesters","Police Forces of Turkey (2016-)","","Protesters (Turkey)","KESK: Confederation of Public Workers Unions; HDP: Peoples Democratic Party","Middle East","Turkey","Van","Ipekyolu","","Van",38.495,43.383,"Demokrat Haber","National","On October 10, KESK members gathered in Van city to commemorate the 2015 Attack in Ankara Train Station killing 103 people. HDP supported the protest. Police Forces intervened the protests and detained many people. Two protesters were reportedly attacked by the police and one protester was hospitalized.",0
"TUR7441","23-February-2019",2019,"Protests","Excessive force against protesters","Police Forces of Turkey (2016-)","","Protesters (Turkey)","Lawyers (Turkey)","Middle East","Turkey","Istanbul","Fatih","","Istanbul",41.011,28.958,"Human Rights Foundation of Turkey","Other","On February 23, Police Forces intervened in a protest gathering of lawyers from lawyer associations that were closed with legislative decrees in Istanbul city. Seven lawyers were detained, many of whom reported to have torture marks and injuries in their bodies that occurred during detention.",0
"TUR7824","17-April-2019",2019,"Protests","Excessive force against protesters","Police Forces of Turkey (2016-)","","Protesters (Turkey)","HDP: Peoples Democratic Party","Middle East","Turkey","Diyarbakir","Baglar","","Baglar",37.921,40.199,"Cumhuriyet; Kurdistan24","National-Regional","On April 17, two HDP lawmakers were injured and hospitalized in Baglar, Diyarbakir while protesting the hand over of some municipalities to runner-up candidates instead of HDP candidates who received the most votes. One of the lawmakers was targeted by pressurized water and hit her head in concrete ground while police also attacked some protesters with batons. [size=no report]",0
"TUR7871","22-April-2019",2019,"Protests","Excessive force against protesters","Protesters (Turkey)","HDP: Peoples Democratic Party; TIHV: Human Rights Foundation of Turkey; CHD: Contemporary Lawyers' Association","Police Forces of Turkey (2016-)","","Middle East","Turkey","Ankara","Cankaya","","Kizilay",39.921,32.851,"Bianet","National","On April 22, IHD, TIHV, and the Contemporary Lawyers' Association (CHD) with various civil platforms gathered in Kizilay area of Ankara city to make a press statement before presenting their report on the hunger strikes to the Ministry of Justice. Police Forces dispersed the protesters and detained five lawyers from a platform using teargas and rubber bullets. One of the lawyers was hit in the head and hospitalized. [size=no report]",0
"TUR8014","01-May-2019",2019,"Protests","Excessive force against protesters","Protesters (Turkey)","Labour Group (Turkey); Former Government of Turkey (2016-)","Police Forces of Turkey (2016-)","","Middle East","Turkey","Istanbul","Beyoglu","","Beyoglu",41.037,28.977,"Human Rights Foundation of Turkey","Other","On May 1, two former public workers attempted to stage a protest in Taksim Square of Beyoglu, Istanbul to demand their jobs back. Police Forces intervened the protest detaining the two protesters using physical forces, reportedly breaking the nose of one and forcing another into strip search under detention. [size=2]",0
"TUR8616","13-July-2019",2019,"Protests","Excessive force against protesters","Protesters (Turkey)","","Police Forces of Turkey (2016-)","","Middle East","Turkey","Hatay","Samandag","","Samandag",36.08,35.976,"Demokrat Haber; Karar","National-Regional","On July 13th, after police banned a festival in Samandag district of Hatay province, an activist music group held an unauthorised press conference which the police intervened in. In the ensuing tension, one protester reportedly suffered a head injury from police forces. 8 protesters were detained. [size=no report].",0
"TUR9006","21-August-2019",2019,"Protests","Excessive force against protesters","Protesters (Turkey)","HDP: Peoples Democratic Party","Police Forces of Turkey (2016-)","","Middle East","Turkey","Mardin","Artuklu","","Mardin",37.313,40.744,"Cumhuriyet","National","On August 21st, protests against the government decision to dismiss the HDP mayor in Mardin continued in Mardin city for the 3rd day. HDP co-chair attended the demonstration, but police intervened and prevented the group from marching in the city. [size=no report].",3
"TUR9815","19-October-2019",2019,"Protests","Excessive force against protesters","Protesters (Turkey)","HDP: Peoples Democratic Party; Government of Turkey (2016-); HDK: Peoples Democratic Congress","Police Forces of Turkey (2016-)","","Middle East","Turkey","Ankara","Cankaya","","Cankaya",39.918,32.863,"Mezopotamya Agency; ANF News; Cumhuriyet","National-International","On 19 October 2019, HDP's co-president (who is also an MP), a group of party executives and the co-spokesperson of HDK and others gathered outside the party's provincial headquarter building in Cankaya, Ankara city center to hold a protest. Police prevented the group from holding the press conference and dispersed the protesters by using force, which led to the injury and hospitalization of 3 party members. [size=no report]",0
"UGA578","07-June-1999",1999,"Protests","Excessive force against protesters","Protesters (Uganda)","","Police Forces of Uganda (1986-)","","Eastern Africa","Uganda","Central","Kampala","Kampala","Kampala",0.316,32.566,"All Africa","Regional","2 people were injured by Ugandan anti-riot police when they fired shots to disperse a procession of supporters of Kampala mayoral candidate Ssebaana Kizito",0
"UGA1114","12-January-2002",2002,"Protests","Excessive force against protesters","Protesters (Uganda)","","Police Forces of Uganda (1986-)","","Eastern Africa","Uganda","Central","Kampala","Kampala","Kampala",0.316,32.566,"Local Source","Subnational","1 person was shot dead as police tried to disperse a rally for the Uganda Peoples Congress party",1
"UGA3336","06-January-2007",2007,"Protests","Excessive force against protesters","Police Forces of Uganda (1986-)","","Protesters (Uganda)","DP: Democratic Party","Eastern Africa","Uganda","Central","Kampala","Kampala","Kampala",0.316,32.566,"Local Source; All Africa","Subnational-Regional","Police fire shots and teargas to break up demonstration by Democratic Party (DP)",0
"UGA3384","15-April-2007",2007,"Protests","Excessive force against protesters","Kiboko Squad","","Protesters (Uganda)","","Eastern Africa","Uganda","Central","Kampala","Kampala","Kampala",0.316,32.566,"Uganda Correspondent; Consulting House","National-Regional","The Kiboko Squad use their sticks to quell demonstrations against the proposed sale of Mabira Forest to an Asian-owned sugar producer.",0
"UGA3610","26-July-2009",2009,"Protests","Excessive force against protesters","Police Forces of Uganda (1986-)","","Protesters (Uganda)","Protesters (International); Students (Uganda)","Eastern Africa","Uganda","Eastern","Mbale","Bungokho","Bugema",1.033,34.167,"Daily Nation (Kenya)","Regional","Police shoot international student protesters using live ammunition",0
