reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
2014-288,2014/12/08,"25",Robbers,Sailing yachts,"ST LUCIA: On 8 December, robbers boarded two sailing yachts in one night near position 13-51N 061-03W, Soufriere, St Lucia. One of the yacht master reported losing a large amount of cash as a result of the boarding.","1",Pirate Assault,"8",Sailing Vessel,IV,-61.0499999997,13.8500000003
2014-289,2014/12/13,"57",Robbers,Research vessel,"CONGO: On 13 December, four men in a small row boat approached an anchored research vessel near position 4-46S 011-50E, Pointe Noire Anchorage. Two of the men boarded the vessel and entered the engine room and stole ship's properties. Duty crewman on rou","1",Pirate Assault,"11",Vessel,II,11.8333333003,-4.7666667004
2014-290,2014/12/09,"57",Pirates,Chemical tanker,"NIGERIA: On 9 December, pirates attacked an underway chemical tanker approximately 18 nm southwest of Akwa Ibon State. The crew spotted the pirates as they were inbound and  raised the alarm. The pirates reportedly attacked the ship for approximately 30","1",Pirate Assault,"9",Tanker,II,7.5500000000,4.2333332999
2014-291,2014/12/16,"61",Robbers,Chemical tanker,"MOZAMBIQUE: On 16 December, an unknown number of robbers boarded a berthed chemical tanker near position 19-48S 34-49E, Biera Port. A port security watchman noticed one of the robbers armed with a long knife lowering mooring ropes from a berthed chemical","1",Pirate Assault,"9",Tanker,VII,34.8166667001,-19.7999999999
2014-292,2014/12/19,"57",Robbers,Tanker,"NIGERIA:  On 19 December, two robbers boarded a berthed tanker using hooks attached with ropes near position 06-26N 003-19E, Capital Oil Jetty, Lagos. When the alarm was raised and the crew responded, the robbers fled empty handed. Lagos Port Control and","1",Pirate Assault,"9",Tanker,II,3.3166667004,6.4333333003
2014-293,2014/12/17,"63",Robbers,Product Tanker,"BANGLADESH: On 17 December, three robbers armed with long knives boarded a product tanker during  anchoring operations near position 22-18N 091-46E, Chittagong Anchorage. A duty crew member on routine rounds noticed the robbers stealing ship's stores fro","1",Pirate Assault,"9",Tanker,VIII,91.7666667003,22.3000000003
2014-294,2014/12/20,"71",Robbers,Container Ship,"INDONESIA: On 20 December, four robbers wearing face masks and armed with knives boarded an  anchored container ship near position 01-23N 104-40E, 11 nm north-northeast of Tg. Berakit, Bintan Island. They took hostage the duty oiler, tied his hands and t","1",Pirate Assault,"3",Cargo Ship,XI,104.6666667001,1.3833333003
2014-295,2014/12/20,"71",Robbers,Product Tanker,"MALAYSIA: On 20 December, robbers boarded an anchored product tanker near position 01-19N  104-08E, 1.5 nm south of Tanjung Setapa, Johor. The robbers entered the engine room and broke open the engine store room¿s padlock, stole engine spares and ship¿","1",Pirate Assault,"9",Tanker,XI,104.1333332998,1.3166667004
2014-296,2014/12/20,"91",Robbers,Container Ship,"PHILIPPINES: On 20 December, several robbers armed with knives boarded an anchored container ship  near position 14-34N 120-54E, Manila South Harbor Quarantine Anchorage. They cut off the razor wire lashing protecting the hawse pipe cover to gain access","1",Pirate Assault,"3",Cargo Ship,XI,120.9000000000,14.5666667001
2014-297,2014/12/23,"71",Robbers,Underway Vessel,"INDONESIA: On 23 December, four robbers boarded an underway vessel near position 01-06N 103-32E,  Pulau Karimun Kecil. Duty crewman on routine rounds saw the robbers in the engine room and raised the alarm. Robbers escaped without stealing anything.","1",Pirate Assault,"11",Vessel,XI,103.5333332996,1.1000000001
2014-298,2014/12/25,"71",Robbers,Product Tanker,"INDONESIA: On 25 December, eight persons armed with long knives boarded an underway product tanker near position 01-02N 103-38E: 13 nm east of Pulau Karimun Besar. The robbers entered the engine room, tied up the duty oiler, stole engine spares and escap","1",Pirate Assault,"9",Tanker,XI,103.6333333002,1.0333333003
2015-183,2015/08/21,"71",Robbers,Product Tanker,"On 21 August near position 01-06N 103-44E, three robbers boarded an underway product tanker and entered the steering room. The duty crew noticed the robbers and raised the alarm. The crew mustered. Upon hearing the alarm and seeing the alerted crew, the","1",Pirate Assault,"9",Tanker,XI,103.7333333000,1.1000000001
2015-184,2015/08/21,"71",Robbers,Tanker,"On 21 August near position 01-11N 103-27E, five robbers in a speed boat approached an underway tanker and attempted to board the vessel using a grappling hook. The duty crew noticed the robbers and raised the alarm. Upon hearing the alarm and seeing the","1",Pirate Assault,"9",Tanker,XI,103.4499999998,1.1833332999
2015-185,2015/08/21,"71",Robbers,Tanker,"INDONESIA: On 21 August at 0340 local time, four robbers armed with knives boarded the underway tanker MT NAVIG8 STEALTH SV near position 01-07N 103-29E, approximately 6.3 nm east of Pulau Karimun Besar. The robbers were sighted in the engine room. The m","1",Pirate Assault,"9",Tanker,XI,103.4833332997,1.1166667000
2015-186,2015/08/21,"71",Robbers,Container Ship,"INDONESIA: On 21 August at 0430 local time, four robbers boarded the underway container ship MV  MAERSK LEBU near position 01-10N 103-30E, approximately 5.9 nm east of Pulau Karimun Kecil. The robbers were sighted in the engine room. The master raised th","1",Pirate Assault,"3",Cargo Ship,XI,103.4999999996,1.1666666999
2015-187,2015/08/21,"71",Robbers,Bulk Carrier,"INDONESIA: On 21 August at 2329 local time, four robbers boarded the underway bulk carrier MV PEACE BRIGHT near position 01-04N 103-41E, approximately 4.4 nm northwest of Pulau Kepalajerih. The alarm was raised and the perpetrators escaped in a waiting b","1",Pirate Assault,"3",Cargo Ship,XI,103.6833333001,1.0666667001
2015-188,2015/08/22,"71",Robbers,Container Ship,"INDONESIA: On 22 August at 0525 local time, four unarmed robbers boarded the underway container ship MV ATOUT near position 01-07N 103-31E, approximately 1.3 nm west of Pulau Takong Kecil. The alarm was raised and the robbers escaped. There was no loss o","1",Pirate Assault,"3",Cargo Ship,XI,103.5166667004,1.1166667000
2015-189,2015/08/22,"71",Robbers,Oil Tanker,"INDONESIA: On 22 August at 0535 local time, four robbers armed with knives boarded the underway oil tanker MT ELBTANK DENMARK near position 01-10N 103-49E, approximately 6.3 nm northwest of Pulau Batam. The perpetrators stole the crew's personal effects","1",Pirate Assault,"9",Tanker,XI,103.8166666996,1.1666666999
2015-190,2015/08/15,"93",Robbers,Bulk Carrier,"VIETNAM: On 15 August, an unknown number of robbers boarded an anchored bulk carrier near position 10-14N 107-03E, Vung Tau Anchorage. They broke into the paint locker, stole ship's stores and escaped. The theft was noticed by the Duty Officer at 0830 lo","1",Pirate Assault,"3",Cargo Ship,XI,107.0500000001,10.2333333001
2015-191,2015/08/15,"71",Pirates,Fishing Boat,"MALACCA STRAIT: On 15 August, the Thailand-flagged coastal fishing boat KHF 1989 was hijacked in  the Malacca Strait near position 06-14N 098-59E, approximately 40 nm west of Langkawi Island, Malaysia. Pirates forced the crew to move to another boat and","1",Pirate Assault,"4",Fishing Vessel,XI,98.9833333001,6.2333333000
2015-192,2015/09/01,"71",Robbers,Tug Boat,"SINGAPORE STRAIT: On 01 September near position 01-13N 103-55E, robbers boarded the tug MV Permata1 in the Singapore Strait. The bridge crew sent out a distress call, which was answered by the Republic of Singapore Navy (RSN) ship RSS Resilience.The robb","1",Pirate Assault,"10",Tugboat,XI,103.9166667003,1.2166666997
2015-193,2015/09/08,"71",Robbers,Container Ship,"SINGAPORE STRAIT: On 8 September near position 01-07N 103-31E, the chief officer onboard a container ship under way noticed the duty engineer laying on the floor bound and gagged with his mouth bleeding. The alarm was raised. Upon searching the vessel it","1",Pirate Assault,"3",Cargo Ship,XI,103.5166667004,1.1166667000
2015-194,2015/09/07,"71",Robbers,Bulk Carrier,"SINGAPORE STRAIT: On 7 September near position 01-11N 103-25E, while transiting the Singapore Straits, robbers boarded a bulk carrier and were spotted by the master who raised the alarm and switched on all deck lights. The crew mustered and a search was","1",Pirate Assault,"3",Cargo Ship,XI,103.4166666998,1.1833332999
2015-195,2015/09/02,"72",Robbers,Sailing Yacht,"INDONESIA: On 2 September near position 08-22S 117-11E, robbers boarded a sailing yacht anchored in Potopaddu Bay, Sumbawa Island. The robbers were able to steal deck equipment and other valuables and escape.","1",Pirate Assault,"8",Sailing Vessel,XI,117.1833333001,-8.3666666998
2016-140,2016/06/25,"24",Robbers,Product Tanker,"COLOMBIA: On 25 June between 0300 and 0600 LT in 10-18.7N 075-32.8W, at Mamonal tanker anchorage, robbers boarded an anchored product tanker and escaped with ship's property. The theft was discovered by the deck crew while performing routine work near th","1",Pirate Assault,"9",Tanker,IV,-75.5499999997,10.3166666998
2016-141,2016/06/28,"72",Robbers,Tanker,"INDONESIA: On 28 June at 0050 LT in 01-28S 116-48E, at Balikpapan anchorage, two unauthorized persons attempted to board an anchored tanker. The duty crew noticed the persons and informed the bridge officer. Alarm was raised and crew mustered. Upon heari","1",Pirate Assault,"9",Tanker,XI,116.8000000002,-1.4666667002
2016-142,2016/06/28,"71",Pirates,Tanker,"INDONESIA: On 28 June at 1945 UTC in 03-00N 105-10E, about 26 NM WSW of Mangkai island, ten pirates boarded a tanker and entered the bridge as the vessel was altering course. The officer and AB on watch where held hostage at gun point and beat them. They","1",Pirate Assault,"9",Tanker,XI,105.1666666996,3.0000000004
2016-143,2016/06/22,"92",Pirates,Tug,"PHILIPPINES: On 22 June, vicinity 05-53N 121-44E, armed men believed to be associated with the Abu Sayyaf Group kidnapped seven crewmembers from the tug CHARLES 001 while the tug was towing a barge in the southern Philippines. The operation consisted of","1",Pirate Assault,"10",Tugboat,XI,121.7333332997,5.8833333000
2016-144,2016/07/03,"51",Robbers,Cargo Vessel,"GUINEA: On 03 July at 0450 LT in 09-23.6N 013-41.9W, at Conakry anchorage, six robbers armed with guns and knives boarded an anchored heavy lift vessel. They attacked the duty O/S causing injuries and took the second officer hostage. They opened fire to","1",Pirate Assault,"3",Cargo Ship,II,-13.7000000000,9.3999999996
2016-145,2016/06/26,"22",Robbers,Bulk Carrier,"PERU: On 26 June at 0006 LT in 12-01S 077-11W, at Callao anchorage, robbers boarded an anchored bulk carrier and escaped with ship's stores unnoticed. The theft was discovered by the duty crew during routine rounds at the forecastle. Incident was reporte","1",Pirate Assault,"3",Cargo Ship,XVI,-77.1833332999,-12.0166666999
2016-146,2016/07/07,"57",Pirates,Tanker,"NIGERIA: On 07 July at 0650Z in 03-16N 005-09E, about 89 NM SW of Brass, armed pirates boarded an underway tanker. Alarm raised and all crew retreated to citadel. Crew regained control of the vessel. All crew members reported safe. Vessel continued onto","1",Pirate Assault,"9",Tanker,II,5.1500000001,3.2666666997
2016-147,2016/07/01,"25",Robbers,Sailing Vessel,"MARTINIQUE: On 01 July, a robber boarded an anchored sailing yacht in Ansa Mitan, vicinity 14-32N 061-05W. Robbers stole a small outboard motor. Local authorities were notified.","1",Pirate Assault,"8",Sailing Vessel,IV,-61.0833332997,14.5333333003
2016-148,2016/06/25,"25",Robbers,Sailing Vessel,"DOMINICAN REPUBLIC: On 25 June, a robber boarded an anchored sailing yacht in Santa Barbara de Samana, vicinity 19-12N 069-19W. Robbers escaped with ship's stores unnoticed. Theft was discovered by the duty crew during routine rounds. Incident reported t","1",Pirate Assault,"8",Sailing Vessel,IV,-69.3166667001,19.2000000004
2016-149,2016/06/20,"25",Robbers,Sailing Yacht,"PUERTO RICO: On 20 June, robbers boarded an anchored sailing yacht in Isabel Segunda Vieques, vicinity 18-09N 065-26W. Stole an outboard motor, boat hook, and personal items. Local authorities were notified.","1",Pirate Assault,"8",Sailing Vessel,IV,-65.4333332998,18.1499999996
2016-150,2016/06/09,"25",Robbers,Sailing Vessel,"SAINT VINCENT AND THE GRENADINES: On 09 June, robbers stole an outboard engine attached to the back of a sailing yacht anchored in Union Clifton harbor, vicinity 12-35N 061-25W. Local authorities were notified.","1",Pirate Assault,"8",Sailing Vessel,IV,-61.4166666996,12.5833333001
2016-151,2016/06/02,"25",Robbers,Sailing yacht,"SAINT VINCENT AND THE GRENADINES: On 02 June, robbers boarded an anchored sailing yacht in Canouan Charlestown Bay, vicinity 12-42N 061-20W. Robbers were able to steal a substantial amount of cash.","1",Pirate Assault,"8",Sailing Vessel,IV,-61.3333332999,12.6999999998
2016-152,2016/07/07,"57",Pirates,Vessel,"NIGERIA: On 07 July at 0727Z, pirates attacked vessel in 03-18N 005-11E.","1",Pirate Assault,"11",Vessel,II,5.1833333001,3.2999999996
2016-153,2016/07/07,"57",Pirates,Supply Ship,"NIGERIA: On 07 July at 1400Z, supply ship attacked in 03-15N 005-10E.","1",Pirate Assault,"3",Cargo Ship,II,5.1666667000,3.2499999998
2016-154,2016/07/03,"63",Robbers,Bulk Carrier,"INDIA: On 03 July at Haldia port, berth No. 4B, vicinity 22-01N 088-04W, robbers boarded a berthed bulk carrier. They entered into the engine room, stole spare parts and escaped unnoticed. The theft was noticed on 06 July after the vessel left port. Loca","1",Pirate Assault,"3",Cargo Ship,VIII,88.0666667003,22.0166667001
2016-155,2016/07/08,"57",Robbers,Product Tanker,"NIGERIA: On 08 July at 2220 LT in 06-25N 003-22E, at Folawiyo Nispan jetty in Lagos, a robber armed with a knife boarded a berthed product tanker. Duty office raised the alarm, sounded the whistle and crew mustered. Upon hearing alarm and seeing crew ale","1",Pirate Assault,"9",Tanker,II,3.3666667003,6.4166667003
2014-110,2014/04/20,"57",Suspicious Approach,LNG Tanker,"NIGERIA: On 20 April, position 3-41N 6-18E, around 37nm south of Brass. An unlit suspicious craft underway with a speed of six knots, suddenly altered course, increased speed and approached a passing LNG tanker. The master onboard the LNG tanker raised a","3",Suspicious Approach,"9",Tanker,II,6.2999999997,3.6833332996
