LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
BRA,Brazil,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,4.3
CHL,Chile,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,1
EST,Estonia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,1.5
ISR,Israel,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
LVA,Latvia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,2.8
RUS,Russia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,4.2
SVN,Slovenia,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,0.7
ZAF,South Africa,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,3.6
OECD,OECD - Total,PS_REPH,Homicide rate,L,Value,WMN,Women,RATIO,Ratio,1.2
AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,13.04
AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,6.66
BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.75
CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,3.69
CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,5.65
DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,2.34
FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,3.81
FRA,France,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,7.67
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.26
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,6.42
HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,3.03
ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,15.06
IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,5.25
ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.11
LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,3.82
MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,28.7
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0.42
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,15.11
NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,2.93
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,5.95
PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,8.27
SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.14
ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.01
SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,1.07
CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0.37
TUR,Turkey,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,32.64
GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,12.15
USA,United States,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,11.09
BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,7.13
CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,9.72
EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,2.42
ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,15.45
LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,1.27
RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0.14
SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,4.39
ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,18.12
OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,11.01
AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,19.17
AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,10.01
BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,6.81
CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,5.91
CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,8.63
DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,3.72
FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,5.72
FRA,France,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,10.38
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,6.41
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,8.31
HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,4.24
ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,23.94
IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,8.25
ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,5.65
LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,5.52
MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,35.53
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0.73
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,21.37
NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,4.39
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,9.24
PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,11.29
SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,6.04
ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,5.73
SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,1.54
CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0.45
TUR,Turkey,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,36.01
GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,17.66
USA,United States,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,15.21
BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,9.15
CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,12.75
EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,3.72
ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,23.29
LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,1.7
RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0.23
SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,6.2
ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,22.08
OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,15.3
AUS,Australia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,6.31
AUT,Austria,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,3.1
BEL,Belgium,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.55
CAN,Canada,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.42
CZE,Czech Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.21
DNK,Denmark,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.89
FIN,Finland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.92
FRA,France,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,4.92
DEU,Germany,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.92
GRC,Greece,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,4.11
HUN,Hungary,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.66
ISL,Iceland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,5.6
IRL,Ireland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.28
ITA,Italy,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.25
LUX,Luxembourg,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.88
MEX,Mexico,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,17.61
NLD,Netherlands,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.09
NZL,New Zealand,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,8.63
NOR,Norway,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.34
POL,Poland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.28
PRT,Portugal,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,5.46
SVK,Slovak Republic,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.04
ESP,Spain,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.15
SWE,Sweden,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.59
CHE,Switzerland,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.29
TUR,Turkey,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,24.48
GBR,United Kingdom,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,6.56
USA,United States,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,6.67
BRA,Brazil,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,4.74
CHL,Chile,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,5.48
EST,Estonia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,1.17
ISR,Israel,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,7.08
LVA,Latvia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.87
RUS,Russia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0.05
SVN,Slovenia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,2.41
ZAF,South Africa,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,13.32
OECD,OECD - Total,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,6.05
AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.35
AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.55
BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.7
CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.56
DNK,Denmark,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.87
FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.17
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,16.36
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.62
ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,16.47
KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.7
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.87
NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.56
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.42
ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.93
SWE,Sweden,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,15.18
TUR,Turkey,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.79
GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.92
USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.44
EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.9
LVA,Latvia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,13.83
SVN,Slovenia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.75
ZAF,South Africa,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.92
OECD,OECD - Total,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,14.98
AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.37
AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.72
BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.78
CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.64
DNK,Denmark,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.81
FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.28
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,16.66
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.65
ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,16.95
KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.05
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.83
NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.48
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.67
ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,16.17
SWE,Sweden,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.12
TUR,Turkey,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.97
GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.97
USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.48
EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.33
LVA,Latvia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,14.2
SVN,Slovenia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.27
ZAF,South Africa,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.02
OECD,OECD - Total,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,15.04
AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.33
AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.32
BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.51
CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.46
DNK,Denmark,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.94
FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.04
FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.99
DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.57
ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.52
KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14
NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.95
NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.65
POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.08
ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.48
SWE,Sweden,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,15.23
TUR,Turkey,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.2
GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.86
USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.4
EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.43
LVA,Latvia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,13.45
SVN,Slovenia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.17
ZAF,South Africa,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.37
OECD,OECD - Total,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,14.67
COL,Colombia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,1.4
LTU,Lithuania,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,Total,AVSCORE,Average score,2.4
COL,Colombia,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,23.9
LTU,Lithuania,HO_BASE,Dwellings without basic facilities,L,Value,TOT,Total,PC,Percentage,13.6
COL,Colombia,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,17
LTU,Lithuania,HO_HISH,Housing expenditure,L,Value,TOT,Total,PC,Percentage,19
COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,44.4
LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,Total,PC,Percentage,55.9
COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,48.6
LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,Men,PC,Percentage,61.6
COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,40.7
LTU,Lithuania,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,51.2
COL,Colombia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.2
LTU,Lithuania,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,1.5
LTU,Lithuania,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,21660
COL,Colombia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,67
LTU,Lithuania,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,70
COL,Colombia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,79
LTU,Lithuania,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,71
COL,Colombia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,55
LTU,Lithuania,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,70
COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0.79
LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,2.69
COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0.51
LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,3.22
COL,Colombia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,1.16
LTU,Lithuania,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,2.18
LTU,Lithuania,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,24287
COL,Colombia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,89
LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,88
COL,Colombia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,89
LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,87
COL,Colombia,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,89
LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,WMN,Women,PC,Percentage,88
LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,92
LTU,Lithuania,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,87
COL,Colombia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,54
LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,93
COL,Colombia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,52
LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,90
COL,Colombia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,56
LTU,Lithuania,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,95
COL,Colombia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,410
LTU,Lithuania,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,475
COL,Colombia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,411
LTU,Lithuania,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,468
COL,Colombia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,409
LTU,Lithuania,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,483
COL,Colombia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,456
LTU,Lithuania,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,519
COL,Colombia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,378
LTU,Lithuania,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,438
COL,Colombia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,14.1
LTU,Lithuania,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.4
COL,Colombia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,13.8
LTU,Lithuania,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18
COL,Colombia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,14.4
LTU,Lithuania,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.8
COL,Colombia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,10
LTU,Lithuania,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,14
COL,Colombia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,75
LTU,Lithuania,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,81
COL,Colombia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,76
LTU,Lithuania,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,79
COL,Colombia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,73
LTU,Lithuania,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,82
COL,Colombia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,53
LTU,Lithuania,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,51
COL,Colombia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,76.2
LTU,Lithuania,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,74.8
COL,Colombia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,73.1
LTU,Lithuania,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,69.5
COL,Colombia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,79.4
LTU,Lithuania,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,80.1
LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,43
LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,49
LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,40
LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,67
LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,29
COL,Colombia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,6.3
