Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide rate,0.54688424664,Asia,Eastern Asia,Republic of Korea,1992,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.69117205452,Asia,Eastern Asia,Republic of Korea,1993,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.49872374352,Asia,Eastern Asia,Republic of Korea,1994,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.50378538302,Asia,Eastern Asia,Republic of Korea,1995,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.53853392685,Asia,Eastern Asia,Republic of Korea,1996,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.6004334592,Asia,Eastern Asia,Republic of Korea,1997,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.81018203039,Asia,Eastern Asia,Republic of Korea,1998,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.81818504911,Asia,Eastern Asia,Republic of Korea,1999,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.78085801289,Asia,Eastern Asia,Republic of Korea,2000,UNSDC Adjusted,"Data based on an a statistical modification of an original value from the Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.85346244774,Asia,Eastern Asia,Republic of Korea,2001,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide rate,0.77238089887,Asia,Eastern Asia,Republic of Korea,2002,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide rate,0.80110949251,Asia,Eastern Asia,Republic of Korea,2003,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide rate,0.86597051495,Asia,Eastern Asia,Republic of Korea,2004,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide rate,0.84398290864,Asia,Eastern Asia,Republic of Korea,2005,NP Adjusted,Data based on an a statistical modification of an original value from the National Police
Country,Homicide rate,0.850396174,Asia,Eastern Asia,Republic of Korea,2006,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide rate,0.87774082341,Asia,Eastern Asia,Republic of Korea,2007,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide rate,0.87353051056,Asia,Eastern Asia,Republic of Korea,2008,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide rate,1.0786456074,Asia,Eastern Asia,Republic of Korea,2009,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide rate,0.97815717893,Asia,Eastern Asia,Republic of Korea,2010,SDG Adjusted,Data based on an a statistical modification of an original value from the Sustainable Development Goals indicators
Country,Homicide rate,0.80946202049,Asia,Eastern Asia,Republic of Korea,2011,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.86894615948,Asia,Eastern Asia,Republic of Korea,2012,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.69916568876,Asia,Eastern Asia,Republic of Korea,2013,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.74494292433,Asia,Eastern Asia,Republic of Korea,2014,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.73785364514,Asia,Eastern Asia,Republic of Korea,2015,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.70807296941,Asia,Eastern Asia,Republic of Korea,2016,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,0.58908250459,Asia,Eastern Asia,Republic of Korea,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.60384939332,Asia,Eastern Asia,Republic of Korea,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,290,Europe,Eastern Europe,Republic of Moldova,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,290,Europe,Eastern Europe,Republic of Moldova,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,499,Europe,Eastern Europe,Republic of Moldova,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,387,Europe,Eastern Europe,Republic of Moldova,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,401,Europe,Eastern Europe,Republic of Moldova,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,402,Europe,Eastern Europe,Republic of Moldova,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,400,Europe,Eastern Europe,Republic of Moldova,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,414,Europe,Eastern Europe,Republic of Moldova,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,375,Europe,Eastern Europe,Republic of Moldova,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,391,Europe,Eastern Europe,Republic of Moldova,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,433,Europe,Eastern Europe,Republic of Moldova,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,411,Europe,Eastern Europe,Republic of Moldova,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,401,Europe,Eastern Europe,Republic of Moldova,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,319,Europe,Eastern Europe,Republic of Moldova,2003,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,277,Europe,Eastern Europe,Republic of Moldova,2004,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,296,Europe,Eastern Europe,Republic of Moldova,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,262,Europe,Eastern Europe,Republic of Moldova,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,217,Europe,Eastern Europe,Republic of Moldova,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,236,Europe,Eastern Europe,Republic of Moldova,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,246,Europe,Eastern Europe,Republic of Moldova,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,265,Europe,Eastern Europe,Republic of Moldova,2010,NSO,National Statistical Office
Country,Homicide count,216,Europe,Eastern Europe,Republic of Moldova,2011,NSO,National Statistical Office
Country,Homicide count,229,Europe,Eastern Europe,Republic of Moldova,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,169,Europe,Eastern Europe,Republic of Moldova,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,175,Europe,Eastern Europe,Republic of Moldova,2014,NSO,National Statistical Office
Country,Homicide count,189,Europe,Eastern Europe,Republic of Moldova,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,200,Europe,Eastern Europe,Republic of Moldova,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,141,Europe,Eastern Europe,Republic of Moldova,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,166,Europe,Eastern Europe,Republic of Moldova,2018,NSO,National Statistical Office
Country,Homicide rate,6.6429018761,Europe,Eastern Europe,Republic of Moldova,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
