"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"7647","s7647","Movie","Withdrawn","Adrian Murray","Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt","Canada","May 1, 2018",2017,"TV-MA","74 min","Dramas, Independent Movies","unable to pay bills and unwilling to change his slacker lifestyle, twentysomething aaron hatches a defrauding scheme when he finds a lost credit card."
"7648","s7648","Movie","Without Gorky","Cosima Spender","","United Kingdom","May 31, 2017",2011,"TV-14","80 min","Documentaries","a filmmaker trains the camera on her own family as she examines the impact her grandfather, troubled artist arshile gorky, had on three generations."
"7649","s7649","Movie","Wives on Strike","Omoni Oboli","Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole","Nigeria","December 6, 2019",2016,"TV-14","92 min","Comedies, Dramas, International Movies","a group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
"7650","s7650","Movie","Wives on Strike: The Revolution","Omoni Oboli","Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria","December 6, 2019",2017,"TV-PG","93 min","Comedies, Dramas, International Movies","after a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims."
"7651","s7651","TV Show","Wizards: Tales of Arcadia","","Colin O'Donoghue, David Bradley, Lena Headey, Emile Hirsch, Lexi Medrano, Steven Yeun, Alfred Molina, James Faulkner, Stephanie Beatriz, John Rhys-Davies","United States","August 7, 2020",2020,"TV-Y7","1 Season","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","merlin’s apprentice joins arcadia’s heroes on a time-bending adventure in camelot, where conflict is brewing between the human, troll and magical worlds."
"7652","s7652","TV Show","Wolf","","Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta","Turkey","December 21, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","tasked with risky missions across turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
"7653","s7653","Movie","Wolves","Bart Freundlich","Michael Shannon, Carla Gugino, Taylor John Smith, Chris Bauer, John Douglas Thompson, Zazie Beetz, Wayne Duvall, Christopher Meyer, Richard Kohnke","United States","March 29, 2019",2016,"R","109 min","Dramas, Independent Movies, Sports Movies","a promising high school basketball player has his eye on an ivy league scholarship. but his father's secret addictions could ruin everything."
"7654","s7654","TV Show","Women Behind Bars","","","United States"," November 1, 2016",2010,"TV-14","3 Seasons","Crime TV Shows, Docuseries","this reality series recounts true stories of women who have been convicted for murder, including an in-depth examination of each crime."
"7655","s7655","Movie","Women of Mafia 2","Patryk Vega","Angie Cepeda, Agnieszka Dygant, Aleksandra Grabowska, Aleksandra Popławska, Katarzyna Warnke, Piotr Adamczyk, Enrique Arce, Amin Bensalem, Wojciech Bocianowski, Janusz Chabior","Poland","January 14, 2020",2019,"TV-MA","132 min","Action & Adventure, Dramas, International Movies","when a major drug deal goes sour, the queen of the warsaw underworld must contend with a rival criminal, a crossed ally and a religious fighter."
"7656","s7656","TV Show","Women Of The Night","","Karina Smulders, Susan Radder, Hilde Van Mieghem, Thijs Römer, Matteo van der Grijn, Daphne Wellens, Steef de Bot, Isis Cabolet, Dragan Bakema, Saman Amini, Roeland Fernhout, Anne-Laure Vandeputte","Netherlands","March 18, 2020",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","haunted by a shadowy past, the wife of a rising star in amsterdam's mayoral office finds herself drawn into the city’s underworld of sex and drugs."
"7657","s7657","Movie","Wonho Chung: Live in New York","Shaun Mir","Wonho Chung","","September 11, 2020",2014,"TV-14","69 min","Stand-Up Comedy","at the comic strip's first arabic stand-up show, wonho chung ratchets up the laughs by tackling unique names, life in jordan, accents and more."
"7658","s7658","Movie","Woodshock","Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk, Jack Kilmer, Steph DuVall, Susan Traylor, Joel McCoy, Michael Pavlicek","United States","June 21, 2020",2017,"R","101 min","Dramas, Independent Movies, Thrillers","shattered after her mother's death, a woman floats away from reality under the effect of a potent, hallucinatory drug as her life decays into chaos."
"7659","s7659","Movie","Woodstock","Barak Goodman","","United States","August 13, 2019",2019,"TV-MA","97 min","Documentaries, Music & Musicals","for the 50th anniversary of the legendary woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s."
"7660","s7660","Movie","Woody Woodpecker","Alex Zamm","Timothy Omundson, Thaila Ayala, Eric Bauza, Graham Verchere, Jordana Largy, Scott McNeil, Adrian Glynn McMorran, Chelsea Miller, Sean Tyson","United States","February 6, 2018",2017,"PG","91 min","Children & Family Movies, Comedies","a rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home."
"7661","s7661","TV Show","Word Party","","Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball, John Munro Cameron, John Tartaglia, Arty Casas, Dorien Davies, Misty Rosas, Patina Miller","United States","January 21, 2020",2020,"TV-Y","4 Seasons","Kids' TV","meet bailey, franny, kip and lulu. they're adorable baby animals, and they want you to join the party and help them learn!"
"7662","s7662","TV Show","Word Party Songs","","","United States","August 7, 2020",2020,"TV-Y","1 Season","Kids' TV","sing along and dance with bailey, franny, kip, lulu and tilly in this collection of music videos that will get you in the mood to move and groove!"
"7663","s7663","Movie","Work It","Laura Terruso","Sabrina Carpenter, Jordan Fisher, Liza Koshy, Keiynan Lonsdale, Michelle Buteau, Drew Ray Tanner","United States","August 7, 2020",2020,"TV-14","94 min","Comedies","a brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions."
"7664","s7664","TV Show","Workin' Moms","","Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan","Canada","May 6, 2020",2020,"TV-MA","4 Seasons","International TV Shows, TV Comedies","maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day toronto."
"7665","s7665","TV Show","World at Your Feet","","Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng, Yvonne Lim, Zhang Zhenhuan, Vivian Lai, Ian Fang, Xu Bin","Singapore","July 1, 2017",2014,"TV-14","1 Season","International TV Shows, TV Dramas","a group of struggling individuals are united by a love of soccer. at the center is renxin, a reclusive widower and former coach who needs new hope."
"7666","s7666","Movie","World Famous Lover","Kranthi Madhav","Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite","India","April 15, 2020",2020,"TV-MA","147 min","Dramas, International Movies, Romantic Movies","when his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back."
"7667","s7667","TV Show","World of Winx","Iginio Straffi","Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan","Italy, United States","June 16, 2017",2017,"TV-Y7","2 Seasons","Kids' TV","the reality show ""wow!"" engages the winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true."
"7668","s7668","Movie","World Trade Center","Oliver Stone","Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother","United States","November 20, 2019",2006,"PG-13","129 min","Action & Adventure, Dramas","working under treacherous conditions, an army of dedicated rescuers struggles to find anyone who survived the world trade center's tragic collapse."
"7669","s7669","TV Show","World War II in Colour","","Robert Powell","United Kingdom","August 1, 2017",2009,"TV-MA","1 Season","British TV Shows, Docuseries, International TV Shows","footage of the most dramatic moments from world war ii is restored in color and high definition for this historical documentary series."
"7670","s7670","TV Show","World's Busiest Cities","","Anita Rani, Ade Adepitan, Dan Snow","United Kingdom","February 1, 2019",2017,"TV-PG","1 Season","British TV Shows, Docuseries","from moscow to mexico city, three bbc journalists delve into the inner workings of some of the most burgeoning metropolises on earth."
"7671","s7671","TV Show","World's Most Wanted","","","United States","August 5, 2020",2020,"TV-14","1 Season","Crime TV Shows, Docuseries, International TV Shows","suspected of heinous crimes, they’ve avoided capture despite massive rewards and global investigations. a docuseries profiling the world’s most wanted."
"7672","s7672","Movie","World's Weirdest Homes","Storm Theunissen","Charlie Luxton","","February 1, 2019",2015,"TV-PG","49 min","Movies","from a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences."
"7673","s7673","TV Show","Wormwood","","Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus","United States","December 15, 2017",2017,"TV-14","1 Season","Crime TV Shows, Docuseries","in this genre-bending tale, errol morris explores the mysterious death of a u.s. scientist entangled in a secret cold war program known as mk-ultra."
"7674","s7674","Movie","Would You Rather","David Guy Levy","Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells","United States","June 5, 2019",2013,"TV-MA","93 min","Horror Movies, Independent Movies, Thrillers","in need of cash to help her sick brother, a young woman agrees to take part in a lethal winner-takes-all parlor game hosted by a sadistic millionaire."
"7675","s7675","TV Show","Wrong Kind of Black","","Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove","Australia","November 6, 2020",2018,"TV-MA","1 Season","TV Comedies, TV Dramas","in 1970s melbourne, a dj named boori monty pryor and his brother paul navigate racial tensions and police encounters amid disco and discrimination."
"7676","s7676","Movie","Wrong No.","Yasir Nawaz","Javed Sheikh, Danish Taimoor, Janita Asma, Nayyar Ejaz, Qavi Khan, Shafqat Cheema, Sohai Ali Abro, Nadeem Jafri","Pakistan","July 1, 2017",2015,"TV-14","133 min","Comedies, International Movies, Romantic Movies","two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones."
"7677","s7677","Movie","Wrong Side Raju","Mikhil Musale","Pratik Gandhi, Kimberley Louisa McBeath, Asif Basra, Kavi Shastri, Hetal Puniwala, Ragi Jani, Makarand Shukla, Alok Gagdekar, Jayesh More, Siddharth Randeria, Kenneth Desai","India","October 1, 2017",2016,"TV-MA","140 min","Dramas, International Movies","the life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol."
"7678","s7678","TV Show","Wu Assassins","","Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau","United States","August 8, 2019",2019,"TV-MA","1 Season","TV Action & Adventure, TV Sci-Fi & Fantasy","an unassuming san francisco chef becomes the latest in a long line of assassins chosen to keep the mystical wu powers out of the wrong hands."
"7679","s7679","TV Show","WWII in HD","","Gary Sinise, Rob Lowe, Josh Lucas, Justin Bartha, Amy Smart, LL Cool J, Steve Zahn, Jason Ritter, Ron Livingston, Tim DeKay, Mark Hefti, James Kyson, Rob Corddry","United States","May 2, 2020",2009,"TV-14","1 Season","Docuseries","rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of world war ii via those who were there."
