Appendix Table 6d. Relative risks used by age and sex for each outcome for smoking globally,,,,,,,,,,,,,,,,,
Multiple sclerosis,16.9 Cigarettes Per Smoker Per Day,Both,Male,"1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)"
Multiple sclerosis,16.9 Cigarettes Per Smoker Per Day,Both,Female,"1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)","1.965
(1.646 to 2.291)"
Multiple sclerosis,22.5 Cigarettes Per Smoker Per Day,Both,Male,"2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)"
Multiple sclerosis,22.5 Cigarettes Per Smoker Per Day,Both,Female,"2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)","2.04
(1.58 to 2.545)"
Diabetes mellitus type 2,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Diabetes mellitus type 2,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Diabetes mellitus type 2,6.5 Cigarettes Per Smoker Per Day,Both,Male,"1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)"
Diabetes mellitus type 2,6.5 Cigarettes Per Smoker Per Day,Both,Female,"1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)","1.439
(1.213 to 1.653)"
Diabetes mellitus type 2,12.9 Cigarettes Per Smoker Per Day,Both,Male,"1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)"
Diabetes mellitus type 2,12.9 Cigarettes Per Smoker Per Day,Both,Female,"1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)","1.43
(1.131 to 1.756)"
Diabetes mellitus type 2,19.4 Cigarettes Per Smoker Per Day,Both,Male,"1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)"
Diabetes mellitus type 2,19.4 Cigarettes Per Smoker Per Day,Both,Female,"1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)","1.637
(1.25 to 2.031)"
Diabetes mellitus type 2,25.8 Cigarettes Per Smoker Per Day,Both,Male,"1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)"
Diabetes mellitus type 2,25.8 Cigarettes Per Smoker Per Day,Both,Female,"1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)","1.665
(1.355 to 1.992)"
Diabetes mellitus type 2,32.3 Cigarettes Per Smoker Per Day,Both,Male,"1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)"
Diabetes mellitus type 2,32.3 Cigarettes Per Smoker Per Day,Both,Female,"1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)","1.841
(1.221 to 2.458)"
Diabetes mellitus type 2,38.8 Cigarettes Per Smoker Per Day,Both,Male,"2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)"
Diabetes mellitus type 2,38.8 Cigarettes Per Smoker Per Day,Both,Female,"2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)","2.163
(1.161 to 3.354)"
Cataract,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Cataract,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Cataract,9 Cigarettes Per Smoker Per Day,Both,Male,"1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)"
Cataract,9 Cigarettes Per Smoker Per Day,Both,Female,"1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)","1.438
(1.288 to 1.608)"
Cataract,18 Cigarettes Per Smoker Per Day,Both,Male,"1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)"
Cataract,18 Cigarettes Per Smoker Per Day,Both,Female,"1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)","1.479
(1.288 to 1.694)"
Cataract,27 Cigarettes Per Smoker Per Day,Both,Male,"1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)"
Cataract,27 Cigarettes Per Smoker Per Day,Both,Female,"1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)","1.786
(1.356 to 2.266)"
Cataract,36 Cigarettes Per Smoker Per Day,Both,Male,"1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)"
Cataract,36 Cigarettes Per Smoker Per Day,Both,Female,"1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)","1.882
(1.21 to 2.734)"
Age-related macular degeneration,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Age-related macular degeneration,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Age-related macular degeneration,7.5 Cigarettes Per Smoker Per Day,Both,Male,"1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)"
Age-related macular degeneration,7.5 Cigarettes Per Smoker Per Day,Both,Female,"1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)","1.347
(1.0 to 1.769)"
Age-related macular degeneration,15 Cigarettes Per Smoker Per Day,Both,Male,"1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)"
Age-related macular degeneration,15 Cigarettes Per Smoker Per Day,Both,Female,"1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)","1.67
(1.152 to 2.349)"
Age-related macular degeneration,22.5 Cigarettes Per Smoker Per Day,Both,Male,"2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)"
Age-related macular degeneration,22.5 Cigarettes Per Smoker Per Day,Both,Female,"2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)","2.024
(1.375 to 2.775)"
Age-related macular degeneration,30 Cigarettes Per Smoker Per Day,Both,Male,"2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)"
Age-related macular degeneration,30 Cigarettes Per Smoker Per Day,Both,Female,"2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)","2.42
(1.624 to 3.354)"
Rheumatoid arthritis,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Rheumatoid arthritis,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Rheumatoid arthritis,7.5 Cigarettes Per Smoker Per Day,Both,Male,"1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)"
Rheumatoid arthritis,7.5 Cigarettes Per Smoker Per Day,Both,Female,"1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)","1.406
(1.0 to 1.965)"
Rheumatoid arthritis,15 Cigarettes Per Smoker Per Day,Both,Male,"1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)"
Rheumatoid arthritis,15 Cigarettes Per Smoker Per Day,Both,Female,"1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)","1.742
(1.101 to 2.633)"
Rheumatoid arthritis,22.5 Cigarettes Per Smoker Per Day,Both,Male,"2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)"
Rheumatoid arthritis,22.5 Cigarettes Per Smoker Per Day,Both,Female,"2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)","2.0
(1.167 to 3.187)"
Rheumatoid arthritis,30 Cigarettes Per Smoker Per Day,Both,Male,"2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)"
Rheumatoid arthritis,30 Cigarettes Per Smoker Per Day,Both,Female,"2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)","2.256
(1.147 to 3.913)"
Rheumatoid arthritis,37.5 Cigarettes Per Smoker Per Day,Both,Male,"2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)"
Rheumatoid arthritis,37.5 Cigarettes Per Smoker Per Day,Both,Female,"2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)","2.438
(1.15 to 4.713)"
Low back pain,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Low back pain,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Low back pain,2.5 Cigarettes Per Smoker Per Day,Both,Male,"1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)","1.315
(1.104 to 1.564)"
