Country,Country Code,Rwanda,Year,Number of Records,Proportion of seats held by women in national parliaments (%),Proportion of seats held by women in national parliaments (%) (copy),Random Noise,World %,Year Jittered,Year Jittered (copy)
OECD members,OED,No,2015,1,28%,27.8%,0.827855360,,2014.865095344,2015.051118665
Other small states,OSS,No,2015,1,19%,18.6%,0.084796565,,2015.074034398,2015.043628064
Pakistan,PAK,No,2015,1,21%,20.6%,0.370486879,,2015.180324803,2015.181949031
Palau,PLW,No,2015,1,0%,0.0%,0.570037646,,2015.231958818,2015.279257860
Panama,PAN,No,2015,1,18%,18.3%,0.210871112,,2014.765071854,2015.032066403
Papua New Guinea,PNG,No,2015,1,3%,2.7%,0.524521133,,2014.724891092,2015.211551762
Paraguay,PRY,No,2015,1,15%,15.0%,0.745745363,,2015.160645871,2015.115478774
Peru,PER,No,2015,1,22%,22.3%,0.335602698,,2014.825214591,2015.101366929
Philippines,PHL,No,2015,1,27%,27.2%,0.294125948,,2015.295672537,2015.068528399
Poland,POL,No,2015,1,27%,27.4%,0.562810048,,2015.271182810,2015.330416933
Portugal,PRT,No,2015,1,35%,34.8%,0.461939095,,2014.766559606,2015.099600253
Post-demographic dividend,PST,No,2015,1,29%,28.6%,0.220821541,,2014.891607323,2015.248088314
Pre-demographic dividend,PRE,No,2015,1,22%,21.8%,0.651245434,,2014.811535184,2015.276578946
Romania,ROU,No,2015,1,14%,13.7%,0.086585024,,2014.742453128,2015.073308158
Russian Federation,RUS,No,2015,1,14%,13.6%,0.802039429,,2014.777888977,2015.015185500
Rwanda,RWA,Yes,2015,1,64%,63.8%,0.967748244,,2015.145429975,2015.197835299
Samoa,WSM,No,2015,1,6%,6.1%,0.706823772,,2015.164904673,2015.030392947
San Marino,SMR,No,2015,1,17%,16.7%,0.604657015,,2015.295717393,2015.301568499
Sao Tome and Principe,STP,No,2015,1,18%,18.2%,0.536344793,,2015.007991719,2015.056561421
Senegal,SEN,No,2015,1,43%,42.7%,0.748364121,,2015.170330277,2015.059255324
Seychelles,SYC,No,2015,1,44%,43.8%,0.441869643,,2015.205814836,2015.034292963
Sierra Leone,SLE,No,2015,1,12%,12.4%,0.797578787,,2014.895966321,2015.280949069
Singapore,SGP,No,2015,1,24%,23.9%,0.355919346,,2015.009798501,2015.125553191
Slovak Republic,SVK,No,2015,1,19%,18.7%,0.546478161,,2015.230012205,2015.147483754
Slovenia,SVN,No,2015,1,37%,36.7%,0.162393201,,2014.778411846,2015.237376561
Small states,SST,No,2015,1,17%,16.9%,0.415627516,,2014.773586977,2015.300660075
Solomon Islands,SLB,No,2015,1,2%,2.0%,0.947845820,,2015.029702881,2015.251474280
South Africa,ZAF,No,2015,1,42%,42.0%,0.670014244,,2015.173277936,2015.171901386
South Asia,SAS,No,2015,1,19%,19.3%,0.917919063,,2014.821927141,2015.078639325
South Asia (IDA & IBRD),TSA,No,2015,1,19%,19.3%,0.576612410,,2015.179152790,2015.324229269
South Korea,KOR,No,2015,1,16%,16.3%,0.809128181,,2015.008137117,2015.209606116
Spain,ESP,No,2015,1,41%,41.1%,0.265580581,,2015.302576911,2015.287723387
Sri Lanka,LKA,No,2015,1,5%,4.9%,0.799185932,,2015.284830416,2015.198817567
St. Kitts and Nevis,KNA,No,2015,1,13%,13.3%,0.155532648,,2014.842361593,2015.176443393
St. Lucia,LCA,No,2015,1,17%,16.7%,0.045104531,,2014.724782218,2015.024420993
St. Vincent and the Grenadines,VCT,No,2015,1,13%,13.0%,0.559034663,,2014.999380652,2015.093677405
Sub-Saharan Africa,SSF,No,2015,1,24%,23.6%,0.538990052,,2014.867338304,2015.154555216
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2015,1,24%,23.6%,0.090298288,,2015.162456105,2015.266494535
Sub-Saharan Africa (excluding high income),SSA,No,2015,1,24%,23.7%,0.295795379,,2014.994405898,2015.286087765
Sudan,SDN,No,2015,1,31%,30.5%,0.165466250,,2015.273456898,2015.280087075
Suriname,SUR,No,2015,1,25%,25.5%,0.657541122,,2014.832112701,2015.240557904
Sweden,SWE,No,2015,1,44%,43.6%,0.489203013,,2015.286457070,2015.197629714
Switzerland,CHE,No,2015,1,32%,32.0%,0.335626554,,2014.867910961,2015.070731544
Syria,SYR,No,2015,1,12%,12.4%,0.634578366,,2015.017611344,2015.184149916
Tajikistan,TJK,No,2015,1,19%,19.0%,0.503857441,,2015.293774781,2015.169055505
Tanzania,TZA,No,2015,1,36%,36.0%,0.437978325,,2015.280576908,2015.257537074
Thailand,THA,No,2015,1,6%,6.1%,0.131923383,,2015.092858731,2015.118223647
Togo,TGO,No,2015,1,18%,17.6%,0.314211049,,2014.902971821,2015.194200877
Tonga,TON,No,2015,1,0%,0.0%,0.944697076,,2014.960610073,2015.077272633
Trinidad and Tobago,TTO,No,2015,1,31%,31.0%,0.392225016,,2014.933633638,2015.037436057
Tunisia,TUN,No,2015,1,31%,31.3%,0.064834655,,2014.739327702,2015.114983685
Turkey,TUR,No,2015,1,15%,14.9%,0.442725153,,2014.782420514,2015.212706100
Turkmenistan,TKM,No,2015,1,26%,25.8%,0.286656813,,2014.911283088,2015.207563402
Tuvalu,TUV,No,2015,1,7%,6.7%,0.434287417,,2014.985497026,2015.033528348
Uganda,UGA,No,2015,1,35%,35.0%,0.882248143,,2014.818216858,2015.302990388
Ukraine,UKR,No,2015,1,12%,12.1%,0.451909169,,2014.973219128,2015.179650062
United Arab Emirates,ARE,No,2015,1,23%,22.5%,0.335650674,,2015.326865304,2015.102881966
United Kingdom,GBR,No,2015,1,29%,29.4%,0.768310134,,2014.979034218,2015.292213542
United States,USA,No,2015,1,19%,19.4%,0.236094059,,2014.963346382,2015.068486472
Upper middle income,UMC,No,2015,1,22%,22.5%,0.248082482,,2015.315602401,2015.067371696
Uruguay,URY,No,2015,1,16%,16.2%,0.585939303,,2014.825949246,2015.319735748
Uzbekistan,UZB,No,2015,1,16%,16.0%,0.981169693,,2014.765617905,2015.079669797
Vanuatu,VUT,No,2015,1,0%,0.0%,0.856873607,,2015.137549884,2015.009139986
Venezuela,VEN,No,2015,1,17%,17.0%,0.012227155,,2015.308364892,2015.243325433
Vietnam,VNM,No,2015,1,24%,24.3%,0.217266751,,2015.176344723,2015.000734312
World,WLD,No,2015,1,23%,22.8%,0.140362059,22.8%,2015,2015.213687345
Yemen,YEM,No,2015,1,0%,0.0%,0.417384521,,2015.146497725,2015.120952002
Zambia,ZMB,No,2015,1,13%,12.7%,0.407425439,,2014.705827522,2015.276357747
Zimbabwe,ZWE,No,2015,1,31%,31.5%,0.439253083,,2014.843689581,2015.237728086
Dominican Republic,DOM,No,2016,1,27%,26.8%,0.193706079,,2015.943341460,2016.294807468
Early-demographic dividend,EAR,No,2016,1,22%,22.3%,0.683023188,,2016.119663867,2016.319601224
East Asia & Pacific,EAS,No,2016,1,19%,19.4%,0.922721144,,2015.730235684,2016.245177465
East Asia & Pacific (IDA & IBRD countries),TEA,No,2016,1,20%,20.2%,0.007892875,,2015.921988920,2016.109421716
East Asia & Pacific (excluding high income),EAP,No,2016,1,20%,19.9%,0.348451637,,2016.138054725,2016.119503528
Ecuador,ECU,No,2016,1,42%,41.6%,0.929574399,,2015.996253779,2016.262231914
Egypt,EGY,No,2016,1,15%,14.9%,0.850592349,,2015.875247634,2016.073308903
El Salvador,SLV,No,2016,1,32%,32.1%,0.260656885,,2015.686063741,2016.041833231
Equatorial Guinea,GNQ,No,2016,1,24%,24.0%,0.119709309,,2016.142220315,2016.173911520
Eritrea,ERI,No,2016,1,22%,22.0%,0.704713796,,2015.831633660,2016.256294832
Estonia,EST,No,2016,1,24%,23.8%,0.778967641,,2016.112613832,2016.230805333
Eswatini,SWZ,No,2016,1,6%,6.2%,0.321248091,,2015.944565415,2016.245546982
Ethiopia,ETH,No,2016,1,39%,38.8%,0.533456330,,2016.210525740,2016.157046103
Euro area,EMU,No,2016,1,30%,30.3%,0.227889417,,2016.009033966,2016.309260228
Europe & Central Asia,ECS,No,2016,1,26%,26.0%,0.028032574,,2015.938031570,2016.136849188
Europe & Central Asia (IDA & IBRD countries),TEC,No,2016,1,19%,19.2%,0.386281439,,2016.124577536,2016.030944090
Europe & Central Asia (excluding high income),ECA,No,2016,1,19%,19.1%,0.842125778,,2016.162080628,2016.326123436
European Union,EUU,No,2016,1,28%,28.3%,0.697643517,,2015.909243703,2016.327157223
Finland,FIN,No,2016,1,42%,41.5%,0.701871042,,2016.263554046,2016.008355607
France,FRA,No,2016,1,26%,26.2%,0.389492845,,2015.811747943,2016.264326881
Gabon,GAB,No,2016,1,14%,14.2%,0.388323615,,2016.136821380,2016.126219514
Gambia,GMB,No,2016,1,9%,9.4%,0.738924764,,2016.222236070,2016.026108207
Georgia,GEO,No,2016,1,16%,16.0%,0.951316676,,2016.112141881,2016.019980361
Germany,DEU,No,2016,1,36%,36.5%,0.349028973,,2016.214383943,2016.332163480
Ghana,GHA,No,2016,1,11%,10.9%,0.327764986,,2016.029528129,2016.271174141
Greece,GRC,No,2016,1,20%,19.7%,0.508528113,,2016.189117813,2016.103319949
Grenada,GRD,No,2016,1,33%,33.3%,0.030072171,,2015.986404809,2016.008326871
Guatemala,GTM,No,2016,1,14%,13.9%,0.555334843,,2015.698838069,2016.035619773
Guinea-Bissau,GNB,No,2016,1,14%,13.7%,0.989805572,,2015.958018787,2016.018062532
Guyana,GUY,No,2016,1,30%,30.4%,0.437065596,,2015.784710253,2016.031654095
Haiti,HTI,No,2016,1,0%,0.0%,0.827983361,,2016.004431460,2016.298738128
Heavily indebted poor countries (HIPC),HPC,No,2016,1,24%,24.0%,0.516288014,,2016.103734601,2016.012523295
High income,HIC,No,2016,1,26%,25.8%,0.963010623,,2015.701064653,2016.153405205
Honduras,HND,No,2016,1,26%,25.8%,0.260446283,,2016.049820698,2016.222820508
Hungary,HUN,No,2016,1,10%,10.1%,0.644779636,,2015.910004134,2016.107104400
IBRD only,IBD,No,2016,1,22%,21.8%,0.931474105,,2015.886797235,2016.259029911
IDA & IBRD total,IBT,No,2016,1,21%,21.5%,0.187414541,,2016.031592956,2016.262450588
IDA only,IDX,No,2016,1,22%,21.6%,0.341789582,,2015.978723157,2016.060202779
IDA total,IDA,No,2016,1,21%,21.0%,0.107245358,,2015.864976689,2016.096799857
Iceland,ISL,No,2016,1,48%,47.6%,0.850348854,,2015.854096180,2016.060221631
India,IND,No,2016,1,12%,12.0%,0.642680696,,2016.276902079,2016.331122716
Indonesia,IDN,No,2016,1,17%,17.1%,0.852364750,,2016.029470925,2016.186622263
Iran,IRN,No,2016,1,6%,5.9%,0.661527046,,2015.883603289,2016.107717516
Iraq,IRQ,No,2016,1,27%,26.5%,0.868315508,,2015.823993106,2016.027351244
Ireland,IRL,No,2016,1,22%,22.2%,0.103947473,,2015.995635057,2016.187860061
Israel,ISR,No,2016,1,27%,26.7%,0.776274118,,2015.940836923,2016.274783266
Italy,ITA,No,2016,1,31%,31.0%,0.360897049,,2016.152956020,2016.056592684
Jamaica,JAM,No,2016,1,17%,17.5%,0.242348072,,2016.195577762,2016.243454644
Japan,JPN,No,2016,1,9%,9.5%,0.950788644,,2016.279632537,2016.325223162
Jordan,JOR,No,2016,1,15%,15.4%,0.677209754,,2015.698209138,2016.013795606
Kazakhstan,KAZ,No,2016,1,27%,27.1%,0.358826322,,2015.700388576,2016.178878608
Kenya,KEN,No,2016,1,20%,19.7%,0.996468731,,2015.913238099,2016.003278612
Kiribati,KIR,No,2016,1,7%,6.5%,0.435716366,,2016.046556323,2016.225329644
Kuwait,KWT,No,2016,1,2%,2.0%,0.630923785,,2016.044793032,2016.082079008
Kyrgyz Republic,KGZ,No,2016,1,19%,19.2%,0.043343451,,2016.262760197,2016.193685241
Lao PDR,LAO,No,2016,1,28%,27.5%,0.437462909,,2015.669933800,2016.300404982
Late-demographic dividend,LTE,No,2016,1,20%,19.9%,0.089835848,,2015.692869186,2016.031175188
Latin America & Caribbean,LCN,No,2016,1,29%,28.8%,0.887582853,,2015.870937893,2016.279921537
Latin America & Caribbean (excluding high income),LAC,No,2016,1,30%,30.1%,0.793711949,,2016.027342091,2016.038173242
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2016,1,26%,25.6%,0.962741476,,2016.192932331,2016.054373913
Latvia,LVA,No,2016,1,18%,18.0%,0.213671974,,2016.253707579,2016.286138985
Least developed countries: UN classification,LDC,No,2016,1,23%,23.1%,0.265449199,,2015.900363285,2016.152764837
Lebanon,LBN,No,2016,1,3%,3.1%,0.242999418,,2016.178410803,2016.160562825
Lesotho,LSO,No,2016,1,25%,25.0%,0.511020876,,2016.203332279,2016.186652800
Liberia,LBR,No,2016,1,11%,11.0%,0.250059782,,2015.864960201,2016.224934858
Liechtenstein,LIE,No,2016,1,20%,20.0%,0.066456655,,2015.805905106,2016.146126462
Lithuania,LTU,No,2016,1,21%,21.3%,0.616147410,,2016.325861728,2016.066284838
Low & middle income,LMY,No,2016,1,22%,22.1%,0.624225227,,2016.056115743,2016.045995535
Low income,LIC,No,2016,1,22%,21.5%,0.118481088,,2015.707310211,2016.085329995
Lower middle income,LMC,No,2016,1,21%,21.1%,0.586749516,,2016.203467152,2016.148128367
Luxembourg,LUX,No,2016,1,28%,28.3%,0.114952458,,2015.887569907,2016.306838150
Madagascar,MDG,No,2016,1,21%,20.5%,0.197698124,,2016.186732853,2016.213459020
Malawi,MWI,No,2016,1,17%,16.7%,0.748728225,,2016.234030107,2016.069943058
Malaysia,MYS,No,2016,1,10%,10.4%,0.436894674,,2015.713921523,2016.125290587
Maldives,MDV,No,2016,1,6%,5.9%,0.652651038,,2016.230224614,2016.029611647
Mali,MLI,No,2016,1,9%,8.8%,0.064272009,,2016.074883914,2016.138665961
Malta,MLT,No,2016,1,13%,12.9%,0.793040504,,2016.214189304,2016.061719701
Marshall Islands,MHL,No,2016,1,9%,9.1%,0.917623175,,2015.929709836,2016.251298962
Mauritius,MUS,No,2016,1,12%,11.6%,0.778084815,,2015.785680949,2016.331305712
Mexico,MEX,No,2016,1,42%,42.4%,0.234613273,,2016.055802657,2016.130368619
Micronesia,FSM,No,2016,1,0%,0.0%,0.667450763,,2016.257082831,2016.292375642
Middle East & North Africa,MEA,No,2016,1,17%,17.1%,0.245406346,,2016.031713149,2016.113541258
Middle East & North Africa (IDA & IBRD countries),TMN,No,2016,1,18%,17.6%,0.536991200,,2016.205460304,2016.309182721
Middle East & North Africa (excluding high income),MNA,No,2016,1,18%,17.6%,0.708386934,,2015.828878915,2016.210508259
Middle income,MIC,No,2016,1,22%,22.2%,0.494408672,,2016.040058319,2016.217258170
Moldova,MDA,No,2016,1,22%,21.8%,0.284109117,,2016.126190512,2016.317164621
Monaco,MCO,No,2016,1,21%,20.8%,0.778795664,,2015.786327714,2016.170988715
Mongolia,MNG,No,2016,1,17%,17.1%,0.830172425,,2015.702229467,2016.285815171
Morocco,MAR,No,2016,1,21%,20.5%,0.723372862,,2016.019476862,2016.125866375
Mozambique,MOZ,No,2016,1,40%,39.6%,0.596525086,,2015.972097217,2016.097433996
Namibia,NAM,No,2016,1,41%,41.3%,0.941456689,,2015.917978311,2016.225711271
Nauru,NRU,No,2016,1,5%,5.3%,0.331665091,,2015.693475597,2016.162631433
Nepal,NPL,No,2016,1,30%,29.6%,0.394974333,,2015.947281431,2016.251569632
Netherlands,NLD,No,2016,1,37%,37.3%,0.839084532,,2015.695251951,2016.285351278
New Zealand,NZL,No,2016,1,31%,31.4%,0.104989981,,2016.066158121,2016.156062556
Nicaragua,NIC,No,2016,1,46%,45.7%,0.755470891,,2016.232668206,2016.047947078
Niger,NER,No,2016,1,15%,14.6%,0.070412431,,2016.239791148,2016.002514433
Nigeria,NGA,No,2016,1,6%,5.6%,0.544082929,,2015.902813010,2016.125700997
North America,NAC,No,2016,1,22%,22.2%,0.194034587,,2016.230585382,2016.013801333
North Korea,PRK,No,2016,1,16%,16.3%,0.999705378,,2016.295074552,2016.050105566
North Macedonia,MKD,No,2016,1,33%,33.3%,0.870957577,,2016.186261632,2016.088276569
Norway,NOR,No,2016,1,40%,39.6%,0.486523319,,2015.752605903,2016.281770556
OECD members,OED,No,2016,1,28%,27.9%,0.103464185,,2016.023438489,2016.136988350
Other small states,OSS,No,2016,1,19%,19.0%,0.175186974,,2016.247724449,2016.150365093
Pakistan,PAK,No,2016,1,21%,20.6%,0.529658683,,2015.763432671,2016.268578473
Palau,PLW,No,2016,1,13%,12.5%,0.764631201,,2016.266107755,2016.141748704
Panama,PAN,No,2016,1,18%,18.3%,0.760483787,,2016.086726573,2016.297867838
Papua New Guinea,PNG,No,2016,1,3%,2.7%,0.910463583,,2016.190963440,2016.037426060
Paraguay,PRY,No,2016,1,15%,15.0%,0.713065698,,2015.939885979,2016.077208696
Peru,PER,No,2016,1,28%,27.7%,0.754236909,,2016.065954835,2016.101897210
Philippines,PHL,No,2016,1,30%,29.8%,0.287549721,,2016.321768103,2016.175817926
Poland,POL,No,2016,1,27%,27.4%,0.248144720,,2016.148828999,2016.294918128
Portugal,PRT,No,2016,1,35%,34.8%,0.198700095,,2015.696799592,2016.267366310
Post-demographic dividend,PST,No,2016,1,29%,28.6%,0.076915829,,2016.104506595,2016.270826705
Pre-demographic dividend,PRE,No,2016,1,22%,22.1%,0.275270784,,2015.944771290,2016.159633960
Romania,ROU,No,2016,1,14%,13.7%,0.063084856,,2015.789804718,2016.225914155
Russian Federation,RUS,No,2016,1,13%,12.7%,0.339857821,,2015.755486699,2016.022376797
Rwanda,RWA,Yes,2016,1,64%,63.8%,0.005068937,,2016.072298583,2016.001375430
Samoa,WSM,No,2016,1,10%,10.0%,0.034886730,,2016.279876946,2016.304763020
San Marino,SMR,No,2016,1,23%,23.3%,0.850513969,,2015.997675094,2016.283584740
Sao Tome and Principe,STP,No,2016,1,18%,18.2%,0.535712777,,2015.863550896,2016.009153932
Senegal,SEN,No,2016,1,43%,42.7%,0.468500438,,2016.267598682,2016.218588624
Seychelles,SYC,No,2016,1,21%,21.2%,0.823224635,,2015.878947521,2016.231835576
Sierra Leone,SLE,No,2016,1,12%,12.4%,0.168377912,,2016.258049734,2016.304720497
Singapore,SGP,No,2016,1,24%,23.8%,0.533639336,,2016.295987927,2016.245990387
Slovak Republic,SVK,No,2016,1,20%,20.0%,0.790062067,,2016.089009634,2016.101915533
Slovenia,SVN,No,2016,1,37%,36.7%,0.607571694,,2016.149928488,2016.100368880
Small states,SST,No,2016,1,17%,17.5%,0.591313242,,2016.204068452,2016.031539454
Solomon Islands,SLB,No,2016,1,2%,2.0%,0.454238042,,2015.699163597,2016.015035616
South Africa,ZAF,No,2016,1,42%,42.0%,0.357308832,,2015.858851956,2016.198770524
South Asia,SAS,No,2016,1,19%,19.4%,0.767904313,,2016.033541979,2016.326606977
South Asia (IDA & IBRD),TSA,No,2016,1,19%,19.4%,0.907561890,,2015.759719434,2016.318811205
South Korea,KOR,No,2016,1,17%,17.0%,0.072901719,,2015.761508868,2016.327781424
Spain,ESP,No,2016,1,39%,39.1%,0.483308007,,2015.751031712,2016.200549137
Sri Lanka,LKA,No,2016,1,6%,5.8%,0.878190286,,2016.250377245,2016.204386664
St. Kitts and Nevis,KNA,No,2016,1,13%,13.3%,0.239127228,,2015.783628552,2016.234536800
St. Lucia,LCA,No,2016,1,17%,16.7%,0.324949597,,2015.929390423,2016.310055000
St. Vincent and the Grenadines,VCT,No,2016,1,13%,13.0%,0.983245105,,2015.870415135,2016.096837780
Sub-Saharan Africa,SSF,No,2016,1,24%,23.8%,0.528491706,,2015.677086369,2016.025643385
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2016,1,24%,23.8%,0.838900504,,2015.850507063,2016.112574503
Sub-Saharan Africa (excluding high income),SSA,No,2016,1,24%,23.9%,0.704678590,,2016.302666640,2016.198373374
Sudan,SDN,No,2016,1,31%,30.5%,0.385132949,,2015.847625533,2016.268881770
Suriname,SUR,No,2016,1,25%,25.5%,0.361108275,,2016.050616059,2016.153054631
Sweden,SWE,No,2016,1,44%,43.6%,0.036769151,,2015.824283635,2016.058574028
Switzerland,CHE,No,2016,1,32%,32.0%,0.583096315,,2016.270291630,2016.241268118
Syria,SYR,No,2016,1,13%,13.2%,0.700977068,,2015.707730843,2016.293957801
Tajikistan,TJK,No,2016,1,19%,19.0%,0.296565988,,2016.101529289,2016.224184106
Tanzania,TZA,No,2016,1,37%,36.6%,0.595660750,,2016.150755785,2016.190718619
Thailand,THA,No,2016,1,6%,6.1%,0.724110348,,2016.122031578,2016.088149162
Togo,TGO,No,2016,1,18%,17.6%,0.146556663,,2016.002210834,2016.319081422
Tonga,TON,No,2016,1,0%,0.0%,0.636273016,,2016.254260396,2016.265503357
Trinidad and Tobago,TTO,No,2016,1,31%,31.0%,0.074398914,,2015.699930635,2016.189590336
Tunisia,TUN,No,2016,1,31%,31.3%,0.566317607,,2015.864397013,2016.298515060
Turkey,TUR,No,2016,1,15%,14.9%,0.685459925,,2015.776008683,2016.072611381
Turkmenistan,TKM,No,2016,1,26%,25.8%,0.319783060,,2016.094810785,2016.082311538
Tuvalu,TUV,No,2016,1,7%,6.7%,0.691224378,,2015.888144099,2016.133727005
Uganda,UGA,No,2016,1,33%,33.5%,0.939521462,,2015.821213480,2016.220914278
Ukraine,UKR,No,2016,1,12%,12.0%,0.637815999,,2015.919999752,2016.180948080
United Arab Emirates,ARE,No,2016,1,23%,22.5%,0.989561136,,2015.686947781,2016.239611900
United Kingdom,GBR,No,2016,1,30%,29.6%,0.316393462,,2015.772812136,2016.033821540
United States,USA,No,2016,1,19%,19.2%,0.253952144,,2016.135281234,2016.299110534
Upper middle income,UMC,No,2016,1,23%,23.2%,0.787994698,,2016.118884055,2016.009737575
Uruguay,URY,No,2016,1,16%,16.2%,0.447899721,,2015.946618539,2016.094240543
Uzbekistan,UZB,No,2016,1,16%,16.0%,0.719727789,,2016.245195778,2016.015222799
Vanuatu,VUT,No,2016,1,0%,0.0%,0.912611138,,2016.141978957,2016.084949320
Venezuela,VEN,No,2016,1,14%,14.4%,0.086130360,,2015.718388607,2016.076996377
Vietnam,VNM,No,2016,1,27%,26.7%,0.960101665,,2015.849256533,2016.128307374
World,WLD,No,2016,1,23%,23.1%,0.202234635,23.1%,2016,2016.054093281
Yemen,YEM,No,2016,1,0%,0.0%,0.571221111,,2016.174827680,2016.159739094
Zambia,ZMB,No,2016,1,18%,18.0%,0.110950520,,2016.092473589,2016.179588841
Zimbabwe,ZWE,No,2016,1,31%,31.5%,0.165214873,,2015.907654491,2016.181695537
Dominican Republic,DOM,No,2017,1,27%,26.8%,0.762605845,,2017.113094606,2017.128270575
Early-demographic dividend,EAR,No,2017,1,22%,22.3%,0.960662887,,2017.004983819,2017.096486507
East Asia & Pacific,EAS,No,2017,1,20%,19.8%,0.877174171,,2017.022926956,2017.129464093
East Asia & Pacific (IDA & IBRD countries),TEA,No,2017,1,21%,20.5%,0.097135620,,2016.906522446,2017.322854265
East Asia & Pacific (excluding high income),EAP,No,2017,1,20%,20.1%,0.905998624,,2017.020945566,2017.332100108
Ecuador,ECU,No,2017,1,38%,38.0%,0.064038812,,2016.749212200,2017.053324942
Egypt,EGY,No,2017,1,15%,14.9%,0.158620029,,2017.272675687,2017.096176157
El Salvador,SLV,No,2017,1,32%,32.1%,0.331855018,,2016.820179691,2017.064819921
Eritrea,ERI,No,2017,1,22%,22.0%,0.062009851,,2016.779480822,2017.030638929
Estonia,EST,No,2017,1,27%,26.7%,0.674507941,,2016.934201039,2017.175583267
Eswatini,SWZ,No,2017,1,6%,6.2%,0.886823539,,2017.071659666,2017.000372506
Ethiopia,ETH,No,2017,1,39%,38.8%,0.835486295,,2016.977444076,2017.029138242
Euro area,EMU,No,2017,1,31%,31.2%,0.498719706,,2017.095392135,2017.040133660
Europe & Central Asia,ECS,No,2017,1,27%,27.4%,0.716848574,,2017.222930100,2017.286726182
Europe & Central Asia (IDA & IBRD countries),TEC,No,2017,1,21%,21.1%,0.166927623,,2017.160535879,2017.012837372
Europe & Central Asia (excluding high income),ECA,No,2017,1,20%,20.4%,0.059047261,,2016.970086876,2017.280431493
European Union,EUU,No,2017,1,30%,29.8%,0.283912762,,2016.735343570,2017.203564532
Finland,FIN,No,2017,1,42%,42.0%,0.092171568,,2016.784815965,2017.053318854
France,FRA,No,2017,1,39%,39.0%,0.117106829,,2016.978571604,2017.240348030
Gabon,GAB,No,2017,1,17%,17.1%,0.203668989,,2016.921998485,2017.278711583
Gambia,GMB,No,2017,1,10%,10.3%,0.301744711,,2016.868653093,2017.293546624
Georgia,GEO,No,2017,1,16%,16.0%,0.864442172,,2017.088106545,2017.009492101
Germany,DEU,No,2017,1,31%,30.7%,0.019248400,,2016.748000998,2017.257129285
Ghana,GHA,No,2017,1,13%,12.7%,0.795077497,,2017.110486708,2017.004029062
Greece,GRC,No,2017,1,18%,18.3%,0.964702855,,2016.770234285,2017.316378560
Grenada,GRD,No,2017,1,33%,33.3%,0.111458492,,2016.987287017,2017.171910202
