Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Late-demographic dividend,LTE,49.2628397811576,45.826030786804,43.4374566186732,44.0885849881475,45.4708234561655,44.0210546614466,41.2751858013062
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Latin America & Caribbean,LCN,35.4796614425996,37.6078338135994,36.4523145397747,36.1240776435236,40.7343073410683,40.2947596281386,43.2035869028942
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Latin America & Caribbean (excluding high income),LAC,35.0809298816437,36.7270502128548,35.7719622121889,35.4462252369612,40.201302255503,39.8746891504958,42.9279276192417
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,35.6028707449948,37.9590642440394,36.8844964639165,36.5551412682019,41.2793072404294,40.9183206432667,43.2512462648157
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Least developed countries: UN classification,LDC,46.442036389861,40.8173164977029,39.3437780120195,40.8740218728453,44.2215187582941,41.5135906158985,37.472674694881
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Low & middle income,LMY,44.4320144577716,40.6167545418009,38.136860690071,39.4821559163437,41.7542447784003,39.8598991172847,38.7413938713018
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Low income,LIC,40.1320081514463,33.6172591836457,33.4445545347311,35.7548245205017,37.5765027015637,34.9232567277779,33.5567893098103
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lower middle income,LMC,45.2548970842933,39.6323738969825,36.9626253271843,39.9070997220081,44.2336117329611,41.0437702890702,38.0754605428684
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Middle East & North Africa,MEA,70.0526431456481,63.83647111087,59.0193270431831,62.2565378450068,68.9271073850423,64.6316848192911,41.8779618481111
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Middle East & North Africa (excluding high income),MNA,49.0773589036082,43.3137874516574,39.5541294936135,46.1048700873781,56.9006474759567,49.9719266600217,43.5248708884271
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,49.0773589036082,43.3137874516574,39.5541294936135,46.1048700873781,56.9006474759567,49.9719266600217,43.5248708884271
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Middle income,MIC,44.4902396123848,40.7170199660514,38.2000014220951,39.5292557349823,41.8056538824791,39.9187394121569,38.807917731358
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,North America,NAC,25.7800173463155,23.5286391822347,22.2144900830292,22.7373459781176,23.2780237843788,22.0950823223285,20.5649041608655
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Not classified,INX,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,OECD members,OED,44.9832263069052,42.2253276257032,40.8424706097534,42.8389900340296,44.1500231222312,42.5626775448929,42.0600190183319
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Other small states,OSS,81.4572258072599,74.1155292231284,67.3763942967905,68.2883702263198,71.8043285849354,67.6505609041054,62.433656193287
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Pacific island small states,PSS,80.952933356452,63.0491743074534,63.7867961772226,61.4694784371026,63.2092603129738,62.815958315396,55.3747296880512
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Post-demographic dividend,PST,47.3605689035417,44.1534414207608,42.5069577265298,44.6171086471287,45.7868741882687,43.9700657293847,43.7208325327261
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Pre-demographic dividend,PRE,44.8371817538276,37.7093438523116,34.0647737916933,36.8691936117283,42.4644657030056,38.5495541160641,33.168495367668
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Small states,SST,79.6005919682378,71.2727374850221,64.9922024544312,66.0573305799611,69.7302674736706,65.2833544365589,59.7064096931327
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Asia,SAS,37.9466659922181,31.5405371774646,28.1320191784897,29.0501595095133,31.5212211386737,28.9181979803078,25.3674767930099
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Asia (IDA & IBRD),TSA,37.9466659922181,31.5405371774646,28.1320191784897,29.0501595095133,31.5212211386737,28.9181979803078,25.3674767930099
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sub-Saharan Africa,SSF,47.1014513336854,40.2092102570316,37.8785019075723,39.1272773504704,42.3925656218057,40.1932643280925,36.3932819696481
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sub-Saharan Africa (excluding high income),SSA,47.0425288024255,40.1570469992962,37.8155979021721,39.0501867590597,42.3240042864393,40.1333217823322,36.3292521336523
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,47.1014513336854,40.2092102570316,37.8785019075723,39.1272773504704,42.3925656218057,40.1932643280925,36.3932819696481
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Upper middle income,UMC,44.2538790661618,41.0674902360039,38.6194591848809,39.4046177611374,41.0516672743846,39.556769343561,39.0412788102781
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,World,WLD,48.0265992040359,44.5411195594403,42.5265598951063,44.2634774417613,45.9580797137634,44.0667627729592,42.7020626686373
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Afghanistan,AFG,143.5475987,152.2335065,163.0491473,167.5489697,163.7610374,164.9562175,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Albania,ALB,93.76440942,92.65394254,93.51803379,94.53256107,94.40560775,93.39711539,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Algeria,DZA,270.0399303,188.3084621,155.4208304,176.7435931,208.7980145,183.9597165,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,American Samoa,ASM,135.0283013,155.093488,167.4835427,152.454192,145.0051749,146.2747501,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Andorra,AND,..,..,..,..,..,..,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Angola,AGO,235.3453636,137.4660466,118.9986833,147.7066494,183.8363962,171.8857631,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Antigua and Barbuda,ATG,59.20687251,55.89818757,54.9224925,54.62271146,53.00748418,51.56570915,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Argentina,ARG,153.2871405,146.3443414,155.244929,150.7457768,152.5529498,151.2264533,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Armenia,ARM,115.9286774,118.5089449,122.9946303,132.1706988,130.6209283,132.5025565,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Aruba,ABW,105.8788177,93.71292479,93.68012558,95.74792977,101.3559208,98.25616694,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Australia,AUS,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Austria,AUT,87.8714133,88.49922641,88.71860971,87.39412265,86.0519033,86.35881082,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Azerbaijan,AZE,190.91634,119.8082918,102.5878078,123.794084,150.926006,134.3730765,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Bahamas, The",BHS,78.25339761,81.06273622,79.02663494,78.64972193,77.1116224,74.61451543,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bahrain,BHR,136.0376193,130.3197412,128.0646849,137.9868329,141.8609834,139.1698216,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bangladesh,BGD,61.77881722,68.99045857,70.0732936,66.2913641,63.16304497,65.40250274,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Barbados,BRB,114.5752487,121.7169082,123.7420663,120.5732807,118.9931669,120.1638016,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Belarus,BLR,115.5081894,98.81150801,92.99906636,97.76388586,100.6161705,99.86767564,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Belgium,BEL,94.68565302,95.64220047,96.71852725,95.76767056,94.27248687,95.15156283,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Belize,BLZ,92.54082004,93.05457606,108.0658258,104.2659875,97.70633197,98.9995271,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Benin,BEN,121.3329076,119.5880978,125.0106719,129.9256095,132.1494583,128.5971805,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bermuda,BMU,106.8715607,103.8244582,105.702769,114.3454379,131.6131977,114.9305307,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bhutan,BTN,117.7771326,117.497422,115.3584457,123.1562601,124.4178592,120.2109954,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bolivia,BOL,145.8712525,109.1844441,92.24085017,103.6572313,103.3458154,104.992337,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bosnia and Herzegovina,BIH,99.17050501,103.1253283,103.539104,103.1469075,103.3711682,103.1989684,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Botswana,BWA,84.69829716,90.60780893,91.90956515,87.56769633,84.60624762,85.8927865,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Brazil,BRA,119.6086955,106.4142912,109.7186385,116.0580489,113.5803395,114.3601644,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,British Virgin Islands,VGB,54.87905939,54.29108968,55.36032916,54.80071843,54.23531251,54.58864178,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Brunei Darussalam,BRN,217.5286984,152.612246,115.3020596,141.9753174,175.6254687,135.4248628,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bulgaria,BGR,107.5065104,111.7467553,113.1362858,111.0493019,109.9140957,110.7344119,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Burkina Faso,BFA,120.8186149,126.1303463,140.9058547,140.4540499,133.6806315,141.9113731,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Burundi,BDI,134.3699656,145.5109372,154.8403666,161.5562119,146.1424984,151.3768601,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cabo Verde,CPV,97.580018,108.1694164,110.1680811,110.0084185,109.7294069,108.7591288,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cambodia,KHM,69.23535684,75.07976437,76.59359907,72.75436401,69.06183074,70.53997587,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cameroon,CMR,156.0403056,139.743462,136.0689116,141.8341166,151.9820838,145.2741403,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Canada,CAN,115.240223,102.9364752,102.2876123,105.5229537,107.703307,107.1189499,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cayman Islands,CYM,61.84216848,62.92699593,62.92678624,61.5247236,60.19756525,59.31633245,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Central African Republic,CAF,79.55663721,78.06449554,77.92156737,79.32549068,75.87139233,73.57347609,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Chad,TCD,201.0056227,126.1108235,113.6225491,134.3639001,159.274944,148.6760046,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Channel Islands,CHI,..,..,..,..,..,..,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Chile,CHL,192.4666977,187.0832936,194.1406832,214.4231458,209.0064543,207.3886402,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,China,CHN,82.9487988,92.53344984,92.32795521,87.29397864,84.6240051,85.74895269,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Colombia,COL,146.7864821,110.5106749,109.2304669,127.7919685,139.7462026,137.8310576,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Comoros,COM,121.2638757,137.3650485,125.852133,97.84979832,73.10275185,67.88866583,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Congo, Dem. Rep.",COD,122.7897181,108.9640282,108.1720849,130.9686908,132.0590842,125.0087635,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Congo, Rep.",COG,213.4308044,165.3821674,155.1282057,180.3070244,214.6922172,201.3647088,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Costa Rica,CRI,99.83425679,99.90114876,99.93413182,99.90802204,99.87346975,101.2098021,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cote d'Ivoire,CIV,159.8260072,172.028851,172.5800765,152.3219865,151.9494904,155.6643064,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Croatia,HRV,99.31670015,100.1869237,99.14104951,98.09119572,96.56605449,97.0393244,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cuba,CUB,166.0220259,165.6489592,182.051272,178.1852178,174.9314855,179.8063592,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Curacao,CUW,..,..,..,..,..,..,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Cyprus,CYP,92.37390884,92.45742353,90.40567968,90.53554651,93.22309271,90.94488525,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Czech Republic,CZE,103.2101785,103.937475,105.1235249,103.4637821,103.6648532,104.6249189,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Denmark,DNK,100.108923,100.8986677,100.6955853,100.3269168,99.76620824,103.6245593,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Djibouti,DJI,105.515221,101.0755816,100.2232563,103.0748449,103.2586356,103.5397706,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Dominica,DMA,98.61790472,104.7550973,111.2594091,107.5411464,104.589098,108.7643543,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Dominican Republic,DOM,98.874831,109.3756591,111.6583151,106.5096662,104.0643482,108.7559021,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Ecuador,ECU,158.7080219,118.9225335,112.604719,122.288014,133.3482798,129.6333002,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Egypt, Arab Rep.",EGY,149.6699449,144.8927869,147.6890972,149.0685022,153.3208543,150.5142155,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,El Salvador,SLV,84.62463201,94.58358485,98.47193091,95.86047171,92.1413717,93.64794037,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Equatorial Guinea,GNQ,222.822728,142.0181458,118.1326737,144.3169053,177.5166046,155.3000118,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Eritrea,ERI,88.45069622,83.18112606,83.93989826,94.9459847,94.89009194,89.41376267,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Estonia,EST,94.11321567,94.12890382,95.78007099,94.74942653,95.01304422,95.01065293,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Ethiopia,ETH,142.4826525,139.9125262,147.4424401,141.7854298,128.4553199,126.4510822,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Faroe Islands,FRO,103.2703433,111.3391168,119.6238671,118.324943,116.9031305,116.7641696,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Fiji,FJI,108.0130375,108.961394,112.482599,110.3761686,108.4117692,110.7366873,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Finland,FIN,88.90567389,92.70763578,92.38735225,90.87155089,89.76093671,88.94443774,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,France,FRA,88.83717997,91.16919633,90.9169655,89.20320726,88.16089214,88.56117832,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,French Polynesia,PYF,81.11793794,87.58224075,91.53467223,86.65574492,82.8721216,82.86753914,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Gabon,GAB,213.4660809,143.9722072,136.969867,159.2813093,181.4141623,166.1793916,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Gambia, The",GMB,107.2520315,104.0943992,101.3273695,105.1393645,104.4749997,102.1787524,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Georgia,GEO,135.6467282,137.5521703,142.7135972,148.6147808,146.4153044,147.9988145,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Germany,DEU,97.0375377,99.77576049,102.0220819,100.2129412,99.07320695,100.3461516,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Ghana,GHA,180.9781636,178.2055095,183.5963227,183.6060564,197.6066893,200.4703463,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Gibraltar,GIB,50.62971231,53.55411495,57.06673248,50.5714195,46.41714034,47.95373962,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Greece,GRC,88.12136418,89.84268084,88.61589798,89.23662742,88.78693518,87.4154802,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Greenland,GRL,79.58991596,85.64428876,92.18505273,91.50413645,88.84053212,89.85161296,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Grenada,GRD,100.7695871,108.3896654,105.0164417,96.8358338,91.01341308,88.74579762,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Guam,GUM,101.5533499,103.3750013,103.8930695,111.0328125,111.1716652,111.4082318,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Guatemala,GTM,219.1480204,171.8265134,171.292235,184.2438973,218.1865316,215.6276475,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Guinea,GIN,99.98979726,99.46276203,103.3849694,110.2555918,107.9573523,108.678328,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Guinea-Bissau,GNB,81.8148866,93.10422561,99.32897459,102.2041055,101.5504939,102.0567384,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Guyana,GUY,111.3351031,117.2699143,131.4376329,127.9165455,124.4666261,125.8889542,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Haiti,HTI,310.2175364,265.9189468,249.7249387,265.3915951,261.7981748,259.1642654,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Honduras,HND,163.1909465,127.3988486,123.4279545,133.499715,164.6901217,164.6599331,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Hong Kong SAR, China",HKG,96.21067372,96.824469,97.28075029,97.05864027,96.9609087,96.82563904,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Hungary,HUN,99.85776494,100.8207672,101.9038294,102.7105571,102.4861558,103.5330987,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Iceland,ISL,85.51850175,94.6832755,92.58923106,91.91079263,88.70286866,89.8175714,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,India,IND,93.82252823,104.2283051,108.2470543,103.9498284,98.51302178,99.63191379,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Indonesia,IDN,119.0541123,116.1478699,116.7463543,119.575544,118.420467,117.503613,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,"Iran, Islamic Rep.",IRN,188.2648619,139.2929122,123.4404514,144.6445906,167.9660301,159.9915946,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Iraq,IRQ,223.0154963,122.7965236,104.300245,133.6422561,169.0831263,157.2595969,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Ireland,IRL,91.74574461,96.68188659,97.76549383,94.81090644,90.8041003,91.24713784,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Isle of Man,IMN,..,..,..,..,..,..,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Israel,ISR,101.5493146,112.0266127,113.980611,110.4940886,106.1524918,108.632218,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Italy,ITA,99.92393091,102.698258,105.421041,102.3166725,101.2041896,103.2614579,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Jamaica,JAM,84.73384402,85.65263977,86.24669185,92.8278372,91.54610641,85.69934761,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Japan,JPN,58.44424726,66.66666667,72.32854864,68.68033082,64.72751588,65.74858757,..
